utc,total,terrestrial,cosmic,thunderstorm
2022-07-02 21:22:03,129.0,122.0,6.0,1.0
2022-07-02 21:22:04,164.0,155.0,6.0,3.0
2022-07-02 21:22:05,174.0,167.0,6.0,1.0
2022-07-02 21:22:06,172.0,164.0,6.0,2.0
2022-07-02 21:22:07,121.0,110.0,6.0,5.0
2022-07-02 21:22:08,0.0,0.0,0.0,0.0
2022-07-02 21:22:09,0.0,0.0,0.0,0.0
2022-07-02 21:22:10,0.0,0.0,0.0,0.0
2022-07-02 21:22:11,0.0,0.0,0.0,0.0
2022-07-02 21:22:12,0.0,0.0,0.0,0.0
2022-07-02 21:22:13,0.0,0.0,0.0,0.0
2022-07-02 21:22:14,0.0,0.0,0.0,0.0
2022-07-02 21:22:15,0.0,0.0,0.0,0.0
2022-07-02 21:22:16,0.0,0.0,0.0,0.0
2022-07-02 21:22:17,0.0,0.0,0.0,0.0
2022-07-02 21:22:18,0.0,0.0,0.0,0.0
2022-07-02 21:22:19,0.0,0.0,0.0,0.0
2022-07-02 21:22:20,0.0,0.0,0.0,0.0
2022-07-02 21:22:21,0.0,0.0,0.0,0.0
2022-07-02 21:22:22,0.0,0.0,0.0,0.0
2022-07-02 21:22:23,0.0,0.0,0.0,0.0
2022-07-02 21:22:24,0.0,0.0,0.0,0.0
2022-07-02 21:22:25,0.0,0.0,0.0,0.0
2022-07-02 21:22:26,0.0,0.0,0.0,0.0
2022-07-02 21:22:27,0.0,0.0,0.0,0.0
2022-07-02 21:22:28,0.0,0.0,0.0,0.0
2022-07-02 21:22:29,0.0,0.0,0.0,0.0
2022-07-02 21:22:30,0.0,0.0,0.0,0.0
2022-07-02 21:22:31,0.0,0.0,0.0,0.0
2022-07-02 21:22:32,0.0,0.0,0.0,0.0
2022-07-02 21:22:33,0.0,0.0,0.0,0.0
2022-07-02 21:22:34,0.0,0.0,0.0,0.0
2022-07-02 21:22:35,0.0,0.0,0.0,0.0
2022-07-02 21:22:36,0.0,0.0,0.0,0.0
2022-07-02 21:22:37,0.0,0.0,0.0,0.0
2022-07-02 21:22:38,0.0,0.0,0.0,0.0
2022-07-02 21:22:39,0.0,0.0,0.0,0.0
2022-07-02 21:22:40,0.0,0.0,0.0,0.0
2022-07-02 21:22:41,0.0,0.0,0.0,0.0
2022-07-02 21:22:42,0.0,0.0,0.0,0.0
2022-07-02 21:22:43,0.0,0.0,0.0,0.0
2022-07-02 21:22:44,0.0,0.0,0.0,0.0
2022-07-02 21:22:45,0.0,0.0,0.0,0.0
2022-07-02 21:22:46,0.0,0.0,0.0,0.0
2022-07-02 21:22:47,0.0,0.0,0.0,0.0
2022-07-02 21:22:48,0.0,0.0,0.0,0.0
2022-07-02 21:22:49,0.0,0.0,0.0,0.0
2022-07-02 21:22:50,0.0,0.0,0.0,0.0
2022-07-02 21:22:51,0.0,0.0,0.0,0.0
2022-07-02 21:22:52,0.0,0.0,0.0,0.0
2022-07-02 21:22:53,0.0,0.0,0.0,0.0
2022-07-02 21:22:54,0.0,0.0,0.0,0.0
2022-07-02 21:22:55,0.0,0.0,0.0,0.0
2022-07-02 21:22:56,0.0,0.0,0.0,0.0
2022-07-02 21:22:57,0.0,0.0,0.0,0.0
2022-07-02 21:22:58,0.0,0.0,0.0,0.0
2022-07-02 21:22:59,0.0,0.0,0.0,0.0
2022-07-02 21:23:00,0.0,0.0,0.0,0.0
2022-07-02 21:23:01,0.0,0.0,0.0,0.0
2022-07-02 21:23:02,0.0,0.0,0.0,0.0
2022-07-02 21:23:03,0.0,0.0,0.0,0.0
2022-07-02 21:23:04,0.0,0.0,0.0,0.0
2022-07-02 21:23:05,0.0,0.0,0.0,0.0
2022-07-02 21:23:06,0.0,0.0,0.0,0.0
